_id,province,district,sector,cell,village
66d9c3920bc303fcbe4d0aa3,Western,Rusizi,Muganza,Shara,Nyabishunju
66d9c3920bc303fcbe4d0ab7,Western,Rusizi,Mururu,Kagarama,Cyete
66d9c3920bc303fcbe4d0ad3,Western,Rusizi,Nkanka,Kamanyenga,Nyabiranga
66d9c3920bc303fcbe4d0949,Western,Ngororero,SOVU,Kagano,Rusenge
66d9c3920bc303fcbe4d0954,Western,Ngororero,SOVU,Musenyi,Rubindi
66d9c3920bc303fcbe4d0990,Western,Rusizi,Butare,Gatereri,Kareba
66d9c3920bc303fcbe4d09c3,Western,Rusizi,Gashonga,Buhokoro,Kabahizi
66d9c3920bc303fcbe4d0920,Western,Ngororero,NGORORERO,Torero,Karera
66d9c3920bc303fcbe4d0931,Western,Ngororero,NYANGE,Nsibo,Kanyinya
66d9c3920bc303fcbe4d0937,Western,Ngororero,NYANGE,Nsibo,Zegenya
66d9c3920bc303fcbe4d08c9,Western,Ngororero,MUHORORO,Myiha,Myiha
66d9c3920bc303fcbe4d08f4,Western,Ngororero,NDARO,Kibanda,Rutambiro
66d9c3920bc303fcbe4d08fd,Western,Ngororero,NGORORERO,Kaseke,Kabeza
66d9c3920bc303fcbe4d08d2,Western,Ngororero,MUHORORO,Rusororo,Kagunga
66d9c3920bc303fcbe4d08d3,Western,Ngororero,MUHORORO,Rusororo,Rongi
66d9c3920bc303fcbe4d08d8,Western,Ngororero,MUHORORO,Sanza,Nyaruhondo
66d9c3920bc303fcbe4d091c,Western,Ngororero,NGORORERO,Rususa,Rukaragata
66d9c3920bc303fcbe4d0921,Western,Ngororero,NGORORERO,Torero,Nyakariba
66d9c3920bc303fcbe4d092d,Western,Ngororero,NYANGE,Gaseke,Gaseke
66d9c3920bc303fcbe4d093b,Western,Ngororero,NYANGE,Vuganyana,Kazenga
66d9c3920bc303fcbe4d0940,Western,Ngororero,SOVU,Birembo,Kabayengo
66d9c3920bc303fcbe4d094e,Western,Ngororero,SOVU,Kanyana,Ruganda
66d9c3920bc303fcbe4d095a,Western,Ngororero,SOVU,Rutovu,Gasiza
66d9c3920bc303fcbe4d095e,Western,Ngororero,SOVU,Rutovu,Ngugu
66d9c3920bc303fcbe4d0962,Western,Rusizi,Bugarama,Nyange,Gatebe
66d9c3920bc303fcbe4d096b,Western,Rusizi,Bugarama,Nyange,Rubumba
66d9c3920bc303fcbe4d096d,Western,Rusizi,Bugarama,Pera,Buhanga
66d9c3920bc303fcbe4d0975,Western,Rusizi,Bugarama,Pera,Murambi
66d9c3920bc303fcbe4d0976,Western,Rusizi,Bugarama,Pera,Murwa
66d9c3920bc303fcbe4d097b,Western,Rusizi,Bugarama,Ryankana,Kabuga
66d9c3920bc303fcbe4d097e,Western,Rusizi,Bugarama,Ryankana,Mahoro
66d9c3920bc303fcbe4d0994,Western,Rusizi,Butare,Gatereri,Nyambeho
66d9c3920bc303fcbe4d09a8,Western,Rusizi,Bweyeye,Gikungu,Rwamagare
66d9c3920bc303fcbe4d09a9,Western,Rusizi,Bweyeye,Kiyabo,Bunyagiro
66d9c3920bc303fcbe4d09aa,Western,Rusizi,Bweyeye,Kiyabo,Matyazo
66d9c3920bc303fcbe4d09b3,Western,Rusizi,Bweyeye,Nyamuzi,Gakopfo
66d9c3920bc303fcbe4d09b5,Western,Rusizi,Bweyeye,Nyamuzi,Muhiza
66d9c3920bc303fcbe4d09c1,Western,Rusizi,Gashonga,Buhokoro,Cyimbazi
66d9c3920bc303fcbe4d09c2,Western,Rusizi,Gashonga,Buhokoro,Gahinga
66d9c3920bc303fcbe4d09c7,Western,Rusizi,Gashonga,Kabakobwa,Rango
66d9c3920bc303fcbe4d09cb,Western,Rusizi,Gashonga,Kacyuma,Rango
66d9c3920bc303fcbe4d09e1,Western,Rusizi,Gashonga,Rusayo,Kibombwe
66d9c3920bc303fcbe4d09e2,Western,Rusizi,Gashonga,Rusayo,Kiremereye
66d9c3920bc303fcbe4d0a02,Western,Rusizi,Giheke,Ntura,Rebero
66d9c3920bc303fcbe4d0a19,Western,Rusizi,Gihundwe,Gatsiro,Rwahi
66d9c3920bc303fcbe4d0a38,Western,Rusizi,Gikundamvura,Kizura,Rukuraza
66d9c3920bc303fcbe4d0a3d,Western,Rusizi,Gikundamvura,Mpinga,Gihomba
66d9c3920bc303fcbe4d0957,Western,Ngororero,SOVU,Nyabipfura,Migendezo
66d9c3920bc303fcbe4d095d,Western,Ngororero,SOVU,Rutovu,Ngaza
66d9c3920bc303fcbe4d0973,Western,Rusizi,Bugarama,Pera,Kiyovu
66d9c3920bc303fcbe4d0974,Western,Rusizi,Bugarama,Pera,Majyambere
66d9c3920bc303fcbe4d0978,Western,Rusizi,Bugarama,Pera,Pera
66d9c3920bc303fcbe4d0988,Western,Rusizi,Butare,Butanda,Murambi
66d9c3920bc303fcbe4d0993,Western,Rusizi,Butare,Gatereri,Nyakibanda
66d9c3920bc303fcbe4d0999,Western,Rusizi,Butare,Nyamihanda,Munkamba
66d9c3920bc303fcbe4d09a5,Western,Rusizi,Butare,Rwambogo,Nyaruteja
66d9c3920bc303fcbe4d09c6,Western,Rusizi,Gashonga,Kabakobwa,Munini
66d9c3920bc303fcbe4d09ec,Western,Rusizi,Giheke,Gakomeye,Kabuga
66d9c3920bc303fcbe4d09ee,Western,Rusizi,Giheke,Gakomeye,Ruvumbu
66d9c3920bc303fcbe4d09f7,Western,Rusizi,Giheke,Kamashangi,Rukombe
66d9c3920bc303fcbe4d09fd,Western,Rusizi,Giheke,Ntura,Kabyuma
66d9c3920bc303fcbe4d0a1b,Western,Rusizi,Gihundwe,Gihaya,Budorozo
66d9c3920bc303fcbe4d0a21,Western,Rusizi,Gihundwe,Kagara,Rubenga Ii
66d9c3920bc303fcbe4d0a41,Western,Rusizi,Gikundamvura,Mpinga,Matyazo
66d9c3920bc303fcbe4d0a5a,Western,Rusizi,Gitambi,Gahungeri,Nyakibingo
66d9c3920bc303fcbe4d0a66,Western,Rusizi,Gitambi,Mashesha,Karama
66d9c3920bc303fcbe4d0a6a,Western,Rusizi,Kamembe,Cyangugu,Karambo
66d9c3920bc303fcbe4d0a71,Western,Rusizi,Kamembe,Gihundwe,Burunga
66d9c3920bc303fcbe4d0a73,Western,Rusizi,Kamembe,Gihundwe,Munyinya
66d9c3920bc303fcbe4d0a84,Western,Rusizi,Kamembe,Kamurera,Murangi
66d9c3920bc303fcbe4d0a8b,Western,Rusizi,Muganza,Cyarukara,Gisozi
66d9c3920bc303fcbe4d0a8f,Western,Rusizi,Muganza,Cyarukara,Rubumba
66d9c3920bc303fcbe4d0a9b,Western,Rusizi,Muganza,Gakoni,Sanganiro
66d9c3920bc303fcbe4d0ab1,Western,Rusizi,Mururu,Kabahinda,Kabahire
66d9c3920bc303fcbe4d0ab2,Western,Rusizi,Mururu,Kabahinda,Karambo
66d9c3920bc303fcbe4d0abb,Western,Rusizi,Mururu,Karambi,Bugayi
66d9c3920bc303fcbe4d0abc,Western,Rusizi,Mururu,Karambi,Gihango
66d9c3920bc303fcbe4d0ac3,Western,Rusizi,Mururu,Tara,Gatimbwa
66d9c3920bc303fcbe4d0add,Western,Rusizi,Nkanka,Kinyaga,Rugaragara
66d9c3920bc303fcbe4d0ade,Western,Rusizi,Nkanka,Kinyaga,Sumoyamana
66d9c3920bc303fcbe4d0a54,Western,Rusizi,Gitambi,Gahungeri,Kamonyi
66d9c3920bc303fcbe4d0a6f,Western,Rusizi,Kamembe,Cyangugu,Ntwari
66d9c3920bc303fcbe4d0a76,Western,Rusizi,Kamembe,Kamashangi,Amahoro
66d9c3920bc303fcbe4d0a79,Western,Rusizi,Kamembe,Kamashangi,Kadasomwa
66d9c3920bc303fcbe4d0a81,Western,Rusizi,Kamembe,Kamurera,Cyapa
66d9c3920bc303fcbe4d0a9d,Western,Rusizi,Muganza,Gakoni,Umutuzo
66d9c3920bc303fcbe4d0ab8,Western,Rusizi,Mururu,Kagarama,Gikungwe
66d9c3920bc303fcbe4d0ace,Western,Rusizi,Nkanka,Gitwa,Rugarika
66d9c3920bc303fcbe4d09a7,Western,Rusizi,Bweyeye,Gikungu,Kibonajoro
66d9c3920bc303fcbe4d09dd,Western,Rusizi,Gashonga,Muti,Marebe
66d9c3920bc303fcbe4d09ff,Western,Rusizi,Giheke,Ntura,Kavuye
66d9c3920bc303fcbe4d0943,Western,Ngororero,SOVU,Birembo,Nshano
66d9c3920bc303fcbe4d094f,Western,Ngororero,SOVU,Kanyana,Rusebeya
66d9c3920bc303fcbe4d0966,Western,Rusizi,Bugarama,Nyange,Misufi
66d9c3920bc303fcbe4d097a,Western,Rusizi,Bugarama,Ryankana,Gombaniro
66d9c3920bc303fcbe4d0980,Western,Rusizi,Bugarama,Ryankana,Muyange
66d9c3920bc303fcbe4d098b,Western,Rusizi,Butare,Butanda,Rujagi
66d9c3920bc303fcbe4d0996,Western,Rusizi,Butare,Gatereri,Rwibutso
66d9c3920bc303fcbe4d0998,Western,Rusizi,Butare,Nyamihanda,Kirwano
66d9c3920bc303fcbe4d09a2,Western,Rusizi,Butare,Rwambogo,Gasumo
66d9c3920bc303fcbe4d09b4,Western,Rusizi,Bweyeye,Nyamuzi,Kigobe
66d9c3920bc303fcbe4d09b7,Western,Rusizi,Bweyeye,Rasano,Banamba
66d9c3920bc303fcbe4d09c4,Western,Rusizi,Gashonga,Buhokoro,Ryagacece
66d9c3920bc303fcbe4d09d5,Western,Rusizi,Gashonga,Karemereye,Kabaha
66d9c3920bc303fcbe4d09df,Western,Rusizi,Gashonga,Rusayo,Bitaba
66d9c3920bc303fcbe4d09f4,Western,Rusizi,Giheke,Kamashangi,Gitwa
66d9c3920bc303fcbe4d0aa8,Western,Rusizi,Mururu,Gahinga,Buremera
66d9c3920bc303fcbe4d0a20,Western,Rusizi,Gihundwe,Kagara,Rubenga I
66d9c3920bc303fcbe4d0a5b,Western,Rusizi,Gitambi,Gahungeri,Nyamaganda
66d9c3920bc303fcbe4d0a5c,Western,Rusizi,Gitambi,Gahungeri,Nyantaba
66d9c3920bc303fcbe4d0a6d,Western,Rusizi,Kamembe,Cyangugu,Mundima
66d9c3920bc303fcbe4d0a77,Western,Rusizi,Kamembe,Kamashangi,Badura
66d9c3920bc303fcbe4d0a83,Western,Rusizi,Kamembe,Kamurera,Kamuhirwa
66d9c3920bc303fcbe4d0a87,Western,Rusizi,Kamembe,Ruganda,Murindi
66d9c3920bc303fcbe4d0a9e,Western,Rusizi,Muganza,Shara,Busasamana
66d9c3920bc303fcbe4d0a9f,Western,Rusizi,Muganza,Shara,Gakenke
66d9c3920bc303fcbe4d0aa4,Western,Rusizi,Muganza,Shara,Nyenyeri
66d9c3920bc303fcbe4d0aaa,Western,Rusizi,Mururu,Gahinga,Cyirabyo B
66d9c3920bc303fcbe4d0ab5,Western,Rusizi,Mururu,Kabasigirira,Butazigurwa
66d9c3920bc303fcbe4d0ab6,Western,Rusizi,Mururu,Kabasigirira,Mutimasi
66d9c3920bc303fcbe4d0ac1,Western,Rusizi,Mururu,Tara,Byangoma
66d9c3920bc303fcbe4d0acb,Western,Rusizi,Nkanka,Gitwa,Kanyombya
66d9c3920bc303fcbe4d0ad0,Western,Rusizi,Nkanka,Kamanyenga,Hepfo
66d9c3920bc303fcbe4d09c8,Western,Rusizi,Gashonga,Kabakobwa,Rwesero
66d9c3920bc303fcbe4d09d4,Western,Rusizi,Gashonga,Kamurehe,Shara
66d9c3920bc303fcbe4d09e4,Western,Rusizi,Gashonga,Rusayo,Nyamutarama
66d9c3920bc303fcbe4d09e9,Western,Rusizi,Giheke,Cyendajuru,Murinzi
66d9c3920bc303fcbe4d0a03,Western,Rusizi,Giheke,Rwega,Impala
66d9c3920bc303fcbe4d0a09,Western,Rusizi,Giheke,Turambi,Turambi
66d9c3920bc303fcbe4d0a0d,Western,Rusizi,Gihundwe,Burunga,Gacamahembe
66d9c3920bc303fcbe4d0a18,Western,Rusizi,Gihundwe,Gatsiro,Mpongora
66d9c3920bc303fcbe4d0a1a,Western,Rusizi,Gihundwe,Gatsiro,Tuwonane
66d9c3920bc303fcbe4d0a1e,Western,Rusizi,Gihundwe,Kagara,Kivoga
66d9c3920bc303fcbe4d0a40,Western,Rusizi,Gikundamvura,Mpinga,Kirume
66d9c3920bc303fcbe4d0a57,Western,Rusizi,Gitambi,Gahungeri,Kigarama
66d9c3920bc303fcbe4d093f,Western,Ngororero,NYANGE,Vuganyana,Nyamyungo
66d9c3920bc303fcbe4d0945,Western,Ngororero,SOVU,Kagano,Gitabage
66d9c3920bc303fcbe4d0948,Western,Ngororero,SOVU,Kagano,Nyamuza
66d9c3920bc303fcbe4d0964,Western,Rusizi,Bugarama,Nyange,Kamabuye
66d9c3920bc303fcbe4d0965,Western,Rusizi,Bugarama,Nyange,Mihabura
66d9c3920bc303fcbe4d0967,Western,Rusizi,Bugarama,Nyange,Mubogora
66d9c3920bc303fcbe4d0969,Western,Rusizi,Bugarama,Nyange,Munini
66d9c3920bc303fcbe4d096a,Western,Rusizi,Bugarama,Nyange,Nyange
66d9c3920bc303fcbe4d096e,Western,Rusizi,Bugarama,Pera,Isangano
66d9c3920bc303fcbe4d0970,Western,Rusizi,Bugarama,Pera,Kabusunzu
66d9c3920bc303fcbe4d0984,Western,Rusizi,Bugarama,Ryankana,Rusizi
66d9c3920bc303fcbe4d0985,Western,Rusizi,Butare,Butanda,Buganzo
66d9c3920bc303fcbe4d0986,Western,Rusizi,Butare,Butanda,Gasihe
66d9c3920bc303fcbe4d098a,Western,Rusizi,Butare,Butanda,Rugera
66d9c3920bc303fcbe4d09a0,Western,Rusizi,Butare,Rwambogo,Cyaruhiza
66d9c3920bc303fcbe4d09a1,Western,Rusizi,Butare,Rwambogo,Cyijuru
66d9c3920bc303fcbe4d09a6,Western,Rusizi,Butare,Rwambogo,Rutovu
66d9c3920bc303fcbe4d09ad,Western,Rusizi,Bweyeye,Kiyabo,Mutara
66d9c3920bc303fcbe4d09b1,Western,Rusizi,Bweyeye,Murwa,Muyebe
66d9c3920bc303fcbe4d09b8,Western,Rusizi,Bweyeye,Rasano,Kabuga
66d9c3920bc303fcbe4d09c9,Western,Rusizi,Gashonga,Kacyuma,Mubuga
66d9c3920bc303fcbe4d09cc,Western,Rusizi,Gashonga,Kacyuma,Torero
66d9c3920bc303fcbe4d09d7,Western,Rusizi,Gashonga,Karemereye,Kagikongoro
66d9c3920bc303fcbe4d09d9,Western,Rusizi,Gashonga,Karemereye,Rugarama
66d9c3920bc303fcbe4d09db,Western,Rusizi,Gashonga,Muti,Kabeza
66d9c3920bc303fcbe4d09ea,Western,Rusizi,Giheke,Gakomeye,Buzi
66d9c3920bc303fcbe4d09ed,Western,Rusizi,Giheke,Gakomeye,Kagarama
66d9c3920bc303fcbe4d0a04,Western,Rusizi,Giheke,Rwega,Kanoga
66d9c3920bc303fcbe4d0a16,Western,Rusizi,Gihundwe,Gatsiro,Kavumu
66d9c3920bc303fcbe4d0a6c,Western,Rusizi,Kamembe,Cyangugu,Mont Cyangugu
66d9c3920bc303fcbe4d0a78,Western,Rusizi,Kamembe,Kamashangi,Gitinda
66d9c3920bc303fcbe4d0aae,Western,Rusizi,Mururu,Gahinga,Kanunga
66d9c3920bc303fcbe4d0ad1,Western,Rusizi,Nkanka,Kamanyenga,Kavogo
66d9c3920bc303fcbe4d0adc,Western,Rusizi,Nkanka,Kinyaga,Miramba
66d9c3920bc303fcbe4d0a17,Western,Rusizi,Gihundwe,Gatsiro,Kinyereri
66d9c3920bc303fcbe4d0a1d,Western,Rusizi,Gihundwe,Kagara,Bahemba
66d9c3920bc303fcbe4d0a1f,Western,Rusizi,Gihundwe,Kagara,Nyandarama
66d9c3920bc303fcbe4d0a23,Western,Rusizi,Gihundwe,Kamatita,Cyinzovu
66d9c3920bc303fcbe4d0a24,Western,Rusizi,Gihundwe,Kamatita,Gahwazi
66d9c3920bc303fcbe4d0a26,Western,Rusizi,Gihundwe,Kamatita,Muhari
66d9c3920bc303fcbe4d0a27,Western,Rusizi,Gihundwe,Kamatita,Munyana
66d9c3920bc303fcbe4d0a2a,Western,Rusizi,Gihundwe,Shagasha,Gasharu
66d9c3920bc303fcbe4d0a2f,Western,Rusizi,Gihundwe,Shagasha,Shagasha
66d9c3920bc303fcbe4d0a32,Western,Rusizi,Gikundamvura,Kizura,Hinduka
66d9c3920bc303fcbe4d0a3a,Western,Rusizi,Gikundamvura,Mpinga,Birindiro
66d9c3920bc303fcbe4d0a3c,Western,Rusizi,Gikundamvura,Mpinga,Bushenge
66d9c3920bc303fcbe4d0a45,Western,Rusizi,Gikundamvura,Mpinga,Nyabihanga
66d9c3920bc303fcbe4d0a61,Western,Rusizi,Gitambi,Hangabashi,Nzabuhaha
66d9c3920bc303fcbe4d0a64,Western,Rusizi,Gitambi,Mashesha,Idaga
66d9c3920bc303fcbe4d0a67,Western,Rusizi,Gitambi,Mashesha,Nyakivomero
66d9c3920bc303fcbe4d0a7c,Western,Rusizi,Kamembe,Kamashangi,Mucyamo
66d9c3920bc303fcbe4d0a7e,Western,Rusizi,Kamembe,Kamashangi,Nyakayonga
66d9c3920bc303fcbe4d08bb,Western,Ngororero,MUHANDA,Rutagara,Rurambo
66d9c3920bc303fcbe4d08bc,Western,Ngororero,MUHORORO,Bweramana,Buyenzi
66d9c3920bc303fcbe4d08c3,Western,Ngororero,MUHORORO,Mubuga,Gasovu
66d9c3920bc303fcbe4d08c4,Western,Ngororero,MUHORORO,Mubuga,Mitsimbi
66d9c3920bc303fcbe4d08d9,Western,Ngororero,MUHORORO,Sanza,Sanza
66d9c3920bc303fcbe4d08dd,Western,Ngororero,NDARO,Bijyojyo,Gasave
66d9c3920bc303fcbe4d08ed,Western,Ngororero,NDARO,Kabageshi,Masoro
66d9c3920bc303fcbe4d08f5,Western,Ngororero,NDARO,Kibanda,Rwamateke
66d9c3920bc303fcbe4d0904,Western,Ngororero,NGORORERO,Kazabe,Cyansi
66d9c3920bc303fcbe4d0911,Western,Ngororero,NGORORERO,Nyange,Gihe
66d9c3920bc303fcbe4d0918,Western,Ngororero,NGORORERO,Rususa,Cyumba
66d9c3920bc303fcbe4d091e,Western,Ngororero,NGORORERO,Torero,Gatare
66d9c3920bc303fcbe4d0929,Western,Ngororero,NYANGE,Bambiro,Nyarushubi
66d9c3920bc303fcbe4d0934,Western,Ngororero,NYANGE,Nsibo,Nyange
66d9c3920bc303fcbe4d08da,Western,Ngororero,NDARO,Bijyojyo,Bijyojyo
66d9c3920bc303fcbe4d08e1,Western,Ngororero,NDARO,Bijyojyo,Rutonde
66d9c3920bc303fcbe4d08ea,Western,Ngororero,NDARO,Kabageshi,Gasharu
66d9c3920bc303fcbe4d090a,Western,Ngororero,NGORORERO,Mugano,Mana
66d9c3920bc303fcbe4d090e,Western,Ngororero,NGORORERO,Mugano,Nyenyeri
66d9c3920bc303fcbe4d091f,Western,Ngororero,NGORORERO,Torero,Kanama
66d9c3920bc303fcbe4d0924,Western,Ngororero,NGORORERO,Torero,Rwambariro
66d9c3920bc303fcbe4d0925,Western,Ngororero,NYANGE,Bambiro,Bugabe
66d9c3920bc303fcbe4d092f,Western,Ngororero,NYANGE,Gaseke,Ngobagoba
66d9c3920bc303fcbe4d0952,Western,Ngororero,SOVU,Musenyi,Gisiza
66d9c3920bc303fcbe4d09cd,Western,Rusizi,Gashonga,Kamurehe,Gacyamo
66d9c3920bc303fcbe4d0a28,Western,Rusizi,Gihundwe,Kamatita,Ngoma
66d9c3920bc303fcbe4d0939,Western,Ngororero,NYANGE,Vuganyana,Kamuriza
66d9c3920bc303fcbe4d0950,Western,Ngororero,SOVU,Musenyi,Gihonga
66d9c3920bc303fcbe4d0955,Western,Ngororero,SOVU,Nyabipfura,Butenga
66d9c3920bc303fcbe4d099d,Western,Rusizi,Butare,Rwambogo,Bisengo
66d9c3920bc303fcbe4d09ac,Western,Rusizi,Bweyeye,Kiyabo,Mudasomwa
66d9c3920bc303fcbe4d09ae,Western,Rusizi,Bweyeye,Kiyabo,Ruhondo
66d9c3920bc303fcbe4d09ca,Western,Rusizi,Gashonga,Kacyuma,Mukaba
66d9c3920bc303fcbe4d09f1,Western,Rusizi,Giheke,Giheke,Rugombo
66d9c3920bc303fcbe4d09f5,Western,Rusizi,Giheke,Kamashangi,Isha
66d9c3920bc303fcbe4d09fb,Western,Rusizi,Giheke,Ntura,Bubanga
66d9c3920bc303fcbe4d0a0f,Western,Rusizi,Gihundwe,Burunga,Kanombe
66d9c3920bc303fcbe4d0a14,Western,Rusizi,Gihundwe,Gatsiro,Gahinga
66d9c3920bc303fcbe4d0a25,Western,Rusizi,Gihundwe,Kamatita,Kamanyenga
66d9c3920bc303fcbe4d0a3f,Western,Rusizi,Gikundamvura,Mpinga,Kagari
66d9c3920bc303fcbe4d0a6b,Western,Rusizi,Kamembe,Cyangugu,Karangiro
66d9c3920bc303fcbe4d0a93,Western,Rusizi,Muganza,Gakoni,Gatanga
66d9c3920bc303fcbe4d0a4a,Western,Rusizi,Gikundamvura,Nyamigina,Bwiza
66d9c3920bc303fcbe4d0a50,Western,Rusizi,Gitambi,Cyingwa,Mpinga
66d9c3920bc303fcbe4d0a55,Western,Rusizi,Gitambi,Gahungeri,Kaninda
66d9c3920bc303fcbe4d0a56,Western,Rusizi,Gitambi,Gahungeri,Kazinda
66d9c3920bc303fcbe4d0a5d,Western,Rusizi,Gitambi,Hangabashi,Kabonabose
66d9c3920bc303fcbe4d0a68,Western,Rusizi,Gitambi,Mashesha,Ruvuruga
66d9c3920bc303fcbe4d0a8d,Western,Rusizi,Muganza,Cyarukara,Murira
66d9c3920bc303fcbe4d0ab0,Western,Rusizi,Mururu,Gahinga,Ryabadugu
66d9c3920bc303fcbe4d0abf,Western,Rusizi,Mururu,Miko,Nyakanyinya
66d9c3920bc303fcbe4d0aca,Western,Rusizi,Nkanka,Gitwa,Burege
66d9c3920bc303fcbe4d093d,Western,Ngororero,NYANGE,Vuganyana,Ngorore
66d9c3920bc303fcbe4d0959,Western,Ngororero,SOVU,Nyabipfura,Sanzare
66d9c3920bc303fcbe4d095c,Western,Ngororero,SOVU,Rutovu,Kigusa
66d9c3920bc303fcbe4d095f,Western,Ngororero,SOVU,Rutovu,Rukeri
66d9c3920bc303fcbe4d097f,Western,Rusizi,Bugarama,Ryankana,Mubombo
66d9c3920bc303fcbe4d0981,Western,Rusizi,Bugarama,Ryankana,Nyehonga
66d9c3920bc303fcbe4d098c,Western,Rusizi,Butare,Gatereri,Giciramata
66d9c3920bc303fcbe4d098d,Western,Rusizi,Butare,Gatereri,Gisovu
66d9c3920bc303fcbe4d098f,Western,Rusizi,Butare,Gatereri,Karama
66d9c3920bc303fcbe4d0991,Western,Rusizi,Butare,Gatereri,Nyabitimbo
66d9c3920bc303fcbe4d09b2,Western,Rusizi,Bweyeye,Murwa,Nyabigoma
66d9c3920bc303fcbe4d09ba,Western,Rusizi,Bweyeye,Rasano,Nyamutake
66d9c3920bc303fcbe4d0a7f,Western,Rusizi,Kamembe,Kamashangi,Rushakamba
66d9c3920bc303fcbe4d0a82,Western,Rusizi,Kamembe,Kamurera,Gikombe
66d9c3920bc303fcbe4d0aac,Western,Rusizi,Mururu,Gahinga,Kabirizi
66d9c3920bc303fcbe4d0aba,Western,Rusizi,Mururu,Kagarama,Kamatene
66d9c3920bc303fcbe4d0ac5,Western,Rusizi,Mururu,Tara,Karanjwa
66d9c3920bc303fcbe4d0ad8,Western,Rusizi,Nkanka,Kangazi,Muyange
66d9c3920bc303fcbe4d09bb,Western,Rusizi,Bweyeye,Rasano,Runyami
66d9c3920bc303fcbe4d09d6,Western,Rusizi,Gashonga,Karemereye,Kabahinda
66d9c3920bc303fcbe4d09d8,Western,Rusizi,Gashonga,Karemereye,Mibirizi
66d9c3920bc303fcbe4d0a0e,Western,Rusizi,Gihundwe,Burunga,Kamabuye
66d9c3920bc303fcbe4d0a15,Western,Rusizi,Gihundwe,Gatsiro,Gikombe
66d9c3920bc303fcbe4d0a30,Western,Rusizi,Gikundamvura,Kizura,Gasharu
66d9c3920bc303fcbe4d0a44,Western,Rusizi,Gikundamvura,Mpinga,Mugerero
66d9c3920bc303fcbe4d0a46,Western,Rusizi,Gikundamvura,Mpinga,Rebero
66d9c3920bc303fcbe4d0a49,Western,Rusizi,Gikundamvura,Nyamigina,Bumaranyota
66d9c3920bc303fcbe4d0a4b,Western,Rusizi,Gikundamvura,Nyamigina,Jyambere
66d9c3920bc303fcbe4d0a4e,Western,Rusizi,Gitambi,Cyingwa,Kabucuku
66d9c3920bc303fcbe4d0a52,Western,Rusizi,Gitambi,Cyingwa,Rwihene
66d9c3920bc303fcbe4d0a53,Western,Rusizi,Gitambi,Gahungeri,Kamagaju
66d9c3920bc303fcbe4d0a58,Western,Rusizi,Gitambi,Gahungeri,Mugerero
66d9c3920bc303fcbe4d093a,Western,Ngororero,NYANGE,Vuganyana,Karambo
66d9c3920bc303fcbe4d0956,Western,Ngororero,SOVU,Nyabipfura,Gatare
66d9c3920bc303fcbe4d0958,Western,Ngororero,SOVU,Nyabipfura,Nyirabwina
66d9c3920bc303fcbe4d0961,Western,Rusizi,Bugarama,Nyange,Cyagara
66d9c3920bc303fcbe4d0968,Western,Rusizi,Bugarama,Nyange,Muko
66d9c3920bc303fcbe4d0983,Western,Rusizi,Bugarama,Ryankana,Ruhwa
66d9c3920bc303fcbe4d0989,Western,Rusizi,Butare,Butanda,Mwoya
66d9c3920bc303fcbe4d098e,Western,Rusizi,Butare,Gatereri,Kabuga
66d9c3920bc303fcbe4d0995,Western,Rusizi,Butare,Gatereri,Ruhinga
66d9c3920bc303fcbe4d09af,Western,Rusizi,Bweyeye,Kiyabo,Runege
66d9c3920bc303fcbe4d09c5,Western,Rusizi,Gashonga,Kabakobwa,Gatare
66d9c3920bc303fcbe4d09f2,Western,Rusizi,Giheke,Giheke,Rwumvangoma
66d9c3920bc303fcbe4d09f3,Western,Rusizi,Giheke,Giheke,Wimana
66d9c3920bc303fcbe4d09fe,Western,Rusizi,Giheke,Ntura,Karambi
66d9c3920bc303fcbe4d0a00,Western,Rusizi,Giheke,Ntura,Kigenge
66d9c3920bc303fcbe4d0a12,Western,Rusizi,Gihundwe,Burunga,Karorabose
66d9c3920bc303fcbe4d0a60,Western,Rusizi,Gitambi,Hangabashi,Kirehe
66d9c3920bc303fcbe4d0a62,Western,Rusizi,Gitambi,Hangabashi,Runanira
66d9c3920bc303fcbe4d0a65,Western,Rusizi,Gitambi,Mashesha,Kankuba
66d9c3920bc303fcbe4d0a7d,Western,Rusizi,Kamembe,Kamashangi,Ntemabiti
66d9c3920bc303fcbe4d0a80,Western,Rusizi,Kamembe,Kamashangi,Umuganda
66d9c3920bc303fcbe4d0a8c,Western,Rusizi,Muganza,Cyarukara,Kabamba
66d9c3920bc303fcbe4d0a92,Western,Rusizi,Muganza,Gakoni,Gatabuvuga
66d9c3920bc303fcbe4d0a98,Western,Rusizi,Muganza,Gakoni,Nyakagenge
66d9c3920bc303fcbe4d0a99,Western,Rusizi,Muganza,Gakoni,Rebero
66d9c3920bc303fcbe4d0a9a,Western,Rusizi,Muganza,Gakoni,Rugaragara
66d9c3920bc303fcbe4d0aa1,Western,Rusizi,Muganza,Shara,Kamabuye
66d9c3920bc303fcbe4d0aaf,Western,Rusizi,Mururu,Gahinga,Mutara
66d9c3920bc303fcbe4d0ab4,Western,Rusizi,Mururu,Kabasigirira,Bitongo
66d9c3920bc303fcbe4d0ab9,Western,Rusizi,Mururu,Kagarama,Gitwa
66d9c3920bc303fcbe4d0ac6,Western,Rusizi,Mururu,Tara,Mukorazuba
66d9c3920bc303fcbe4d0ac7,Western,Rusizi,Mururu,Tara,Mutongo
